Name,Id,Price,Pages,Author,Language,Type
Census of Canada. 1870-71,JLBAZ93228,1423,4036,Norman Bridwell,Japanise,Suspense
"Census of India, 1911 ..",FTBND65582,9256,357,Eiichiro Oda,Korean,Science
The Christ of the forty days,BCHFP42016,3245,2075,J. K. Rowling,English,Mathematics
"The Gospel according to Saint Matthew in Anglo-Saxon and Northumbrian versions synoptically arranged, with collations of the best manuscripts",CNLST75469,3094,1272,Edgar Rice Burroughs,Japanise,Suspense
Bacon's essays and Wisdom of the ancients;,WTNFC75698,8596,2366,Mickey Spillane,Korean,Literary
The art of the moving picture,RKPGQ30641,4919,1820,Corín Tellado,Japanise,Medicine
"Catalogue of the Avery architectural library. A memorial library of architecture, archæology, and decorative art",AVOOY56947,3165,1942,J. K. Rowling,Russian,Horror
The awakening of Japan,TOBGN10937,1366,3211,Lewis Carroll,German,Mystery
Figurative uses of animal names in Latin and their application to military devices; a study in semantics,BIQHN52316,6485,2589,Dean Koontz,Turkish,Comic
First year Latin,EIGXI93968,4342,1407,Hajime Isayam,Japanise,Poetry
Gazetteer of Ulwur,XGQSQ99066,4448,3210,Leo Tolstoy,Turkish,Drama
"Fifty years and over of Akron and Summit County : embellished by nearly six hundred engravings--portraits of pioneer settlers, prominent citizens, business, official and professional--ancient and modern views, etc.; nine-tenth's of a century of solid local history--pioneer incidents, interesting events--industrial, commercial, financial and educational progress, biographies, etc.",ENMTT97934,9655,2040,Roald Dahl,English,Horror
The finding of Lot's wife,ODLFD15020,5840,3581,Roald Dahl,French,Horror
"History of the 42nd Regiment, Georgia Volunteers, Confederate States Army, Infantry",WODJR81630,4752,749,Stephenie Meyer,French,Technical
"Four years in the saddle. History of the First Regiment, Ohio Volunteer Cavalry. War of the Rebellion, 1861-1865",QUDAZ43319,3252,1965,Nicholas Sparks,English,Suspense
"A classed and annotated bibliography of the Paleozoic Crustacea 1698-1892, to which is added a catalogue of the North American species",XUQUP39435,7041,2943,Harold Robbins,Korean,Novel
Cornish characters and strange events,GDUHS12840,2152,1267,Irving Wallace,Spanish,Technical
Common sense in chess,VUNAA66362,9355,4929,Paulo Coelho,Turkish,Realistic Fiction
The collected works of Edward Sapir,BQZCB68550,5591,4106,Cao Xueqin,Japanise,Technical
The cradle of mankind; life in eastern Kurdistan,UEBVI31367,1920,3326,John Creasey,Turkish,Science
"Field engineering; a handbook of the theory and practice of railway surveying, location, and construction",CXZCB10932,2099,4987,Michael Crichton,French,Novel
Elementary trigonometry,YCTJR86802,6832,3699,Nicholas Sparks,French,Horror
The English language,MGSFK70344,9193,368,Penny Jordan,German,Medicine
"Everybody's Spanish dictionary : Spanish-English, English-Spanish = Diccionario Español para todo el mundo : Español-Inglés, Inglés-Español",MFGCQ97360,7118,4447,Ryōtarō Shiba,English,Horror
"Donne's sermons; selected passages, with an essay by Logan Pearsall Smith",TSFFV63626,6215,3256,Mitsuru Adachi,English,Medicine
Delagoa Bay;,LEMUH43475,5025,4388,Wilbur Smith,Korean,Novel
The dinner year book,KAADY26861,1850,2020,Norman Bridwell,English,Medicine
"Directory of graduates, 1864-1921 ..",CYHSN84709,8259,4843,Enid Blyton,Japanise,Realistic Fiction
"Four figure mathematical tables: comprising logarithmic and trigonometrical tables, and tables of squares, square roots, and reciprocals ..",HNVBT38166,9166,3307,Andrew Neiderman,French,Suspense
The blossoms of morality;,JUVLT85724,7258,1365,Michael Crichton,Spanish,Classic
Book-plates of to-day,PREWG73548,2827,4902,René Goscinny,German,Technical
Catalogue of the library of the Patent office,EMDIL84987,2004,811,Agatha Christie,Japanise,Psychology
"A catechism of the history of Greece, including its literature, geography, and antiquities",VPHDI61433,4194,4927,J. K. Rowling,French,Novel
"Catalogue of Chinese coins from the VIIth cent. B. C., to A. D. 621. including the series in the Britis Museum",KRTGN50868,3396,3594,Alexander Pushkin,French,Mystery
"A catalogue of the Syriac manuscripts preserved in the library of the University of Cambridge, by the late William Wright",ZWPNH33381,6845,1704,Leo Tolstoy,Korean,Science
"A catalogue of 9766 stars in the southern hemisphere, for the beginning of the year 1750, from the observations of the Abbe de Lacaille made at the Cape of Good Hope in the years 1751 and 1752",LZPNI39650,8398,4298,Sidney Sheldon,Korean,Literary
"Cutter Laboratories, 1897-1972 : a dual trust : transcript, 1972-1974",SXAHE56265,6932,4725,Denise Robins,Urdu,Literary
Advanced algebra,NDWBV72156,1295,2011,Michael Crichton,Spanish,Realistic Fiction
"Animism, the seed of religion",VQCYN85329,7024,662,Andrew Neiderman,Spanish,Short Story
The early embryology of the chick,TFNDY50226,5397,1430,Judith Krantz,Korean,Comic
The doctrine and discipline of divorce : in two books : also the judgement of Martin Bucer : Tetrachordon : and an abridgement of Colasterion,KMDJX77039,8743,4335,Nicholas Sparks,French,Medicine
The dialogues of Plato,SGDEL60453,7649,4848,Arthur Hailey,Japanise,Literary
"Flying machines: practice and design. Their principles, construction and working",CYQRQ13586,7045,1273,James Patterson,French,History
"A family encyclopaedia, or, An explanation of words and things connected with all the arts and sciences ...",AHZKQ15465,8138,2851,Arthur Hailey,Russian,Mathematics
Historia de Cristóbal Colon y de sus viajes : escrita en Francés segun documentos auténticos sacados de España é Italia,TJSZT73322,9584,1862,Sidney Sheldon,Turkish,Comic
"Historia de las sociedades secretas antiguas y modernas en Espana, y especialmente de la francmasoneria",WDUNB70784,4927,471,Catherine Cookson,French,Psychology
Historia de los dos sitios que pusieron á Zaragoza en los años de 1808 y 1809 las tropas de Napoleon,QJVIB80167,3311,2303,J. R. R. Tolkien,Korean,Science
The histories of Herodotus;,JSJPN95013,4288,3008,Gosho Aoyama,Urdu,Science
The history of the 39th U. S. Infantry during the World War,MIEIN90554,3170,4590,Judith Krantz,French,Literary
Histoire physiologique et anecdotique des chiens de toutes les races,GPBPN49967,7115,3107,Jin Yong,German,Drama
"Autobiography, letters and literary remains of Mrs. Piozzi (Thrale)",FVESF32848,6101,2326,Cao Xueqin,Turkish,Mystery
"The ancient science of numbers. The practical application of its principles in the attainment of health, success, and happiness",SXZZA97772,7067,1032,Mubashar Ahmad,Japanise,Drama
"Annals of Hyde and district : containing historical reminiscences of Denton, Haughton, Dukinfield, Mottram, Longdendale, Bredbury, Marple, and the neighbouring townships",ECYNC61732,4261,4409,Hirohiko Araki,French,Psychology
"Aspects of nature, in different lands and different climates [microform] : with scientific elucidations",LXRIF70824,7971,3194,Robin Cook,Urdu,Psychology
Aviation in peace and war,IPNBH19331,4857,2537,James Patterson,German,Thriller
"Narrative of the voyage of H. M. S. Samarang, during the years 1843-46; employed surveying the islands of the Eastern archipelago; accompanied by a brief vocabulary of the principal languages..",FTMVX70665,4062,2869,Georges Simenon,Turkish,Mathematics
"The natural history of plants, their forms, growth, reproduction, and distribution: from the German of Anton Kerner von Marilaun",OVXHY48038,8739,4549,Norman Bridwell,French,Technical
An old-fashioned girl,UIJZD29967,8335,4516,Jackie Collins,Urdu,Classic
The new Machiavelli,KCKOH89098,8970,1331,Richard Scarry,Russian,Science
The Nez Perces since Lewis and Clark,RRUSK15365,4076,1012,Seiichi Morimura,Turkish,Horror
"Nuestra prision en poder de los revolucionarios filipinos : crónica de dieciocho meses de cautiverio de más de cien religiosos del centro de Luzón, empleados en el ministerio de las almas",FUPBC21460,5145,1101,Zane Grey,Japanise,Horror
Niddesa,ZGHCE61171,7688,1890,Arthur Hailey,French,Psychology
A personal record,KFCYP61515,5450,3182,Roald Dahl,French,Suspense
Pagan races of the Malay Peninsula,QNWEA38613,8346,2574,Richard Scarry,French,Literary
Miniature under the window : pictures & rhymes for children,SGTDM52957,6833,4267,Wilbur Smith,Japanise,Suspense
Mining camps : a study in American frontier government,COPLS52060,3582,2793,Alistair MacLean,Urdu,Science
Massachusetts soldiers and sailors of the revolutionary war. A compilation from the archives,OCDXW97099,1446,2406,Richard Scarry,Korean,Meta Fiction
Materials for the study of the apostolic gnosis,TFCUS18466,3854,3376,John Grisham,Turkish,Poetry
"Our visit to Hindostán, Kashmir, and Ladakh",OPEWO16134,2736,3601,Beatrix Potter,Spanish,Mathematics
Physiology and calisthenics. For schools and families,WPVOG82176,3682,553,John Grisham,Spanish,Meta Fiction
The philosophy of eloquence,BICWC50000,4120,2102,Jirō Akagawa,Japanise,Medicine
"One thousand New Hampshire notables; brief biographical sketches of New Hampshire men and women, native or resident, prominent in public, professional, business, educational, fraternal or benevolent work",XDGQD83760,6371,4676,Karl May,French,History
On the study and difficulties of mathematics,KSXIS79814,5295,559,Mitsuru Adachi,French,Horror
"The monumental inscriptions in the churches and churchyards of the island of Barbados, British West Indies",UHRJB50475,2131,1321,Roger Hargreaves,Turkish,Poetry
Foundations of American grape culture,OYQGL86789,5607,784,Agatha Christie,German,Meta Fiction
"Francis Bacon, poet, prophet, philosopher, versus phantom Captain Shakespeare, the Rosicrucian mask",RLGMU13171,9780,1262,Leo Tolstoy,Korean,Suspense
"The fight for the Argonne, personal experiences of a Y man, William Benjamin West;",ZHQAE27400,5014,1264,John Creasey,German,Drama
La flore pharaonique d'apres les documents hieroglyphiques et les specimens decouverts dans les tombes,AFAMV65809,4658,975,Andrew Neiderman,Turkish,Mystery
A concise dictionary of Middle English from A.D. 1150 to 1580,LAWWG31319,6902,823,Yasuo Uchida,Russian,Comic
Cultivation and diseases of fruit trees in the Maltese Islands,QLJMM76898,8293,905,Harold Robbins,English,Mathematics
"An essay towards a topographical history of the county of Norfolk : containing a description of the towns, villages, and hamlets, with the foundations of monasteries, churches, chapels, chantries, and other religious buildings ... likewise, an historical account of the castles, seats, and manors, their present and ancient owners",GULDM37395,1803,700,Roald Dahl,English,Medicine
"Encyclopedia of the history of Missouri, a compendium of history and biography for ready reference",USYKG62339,5459,999,Edgar Wallace,English,Crime
The death of Tintagiles,USVXI74816,3336,1210,Mary Higgins Clark,German,Literary
A collection of esoteric writings,STZTD74966,2299,1306,Anne Rice,Japanise,Classic
Catalogue of English and American chapbooks and broadside ballads in Harvard College Library,EHRIQ51501,9486,2955,C. S. Lewis,Japanise,Drama
The Burgess bird book for children,IJLJE81099,6774,822,Kyotaro Nishimura,Urdu,Medicine
The daily life of our farm,ILNSH12684,2906,351,Jirō Akagawa,Russian,Medicine
Behind the veil,DKCUX99092,5529,3588,Roald Dahl,Korean,Medicine
The bishop and the caterpillar (as recited by Mr. Brandram) and other pieces,JFPSB17419,9600,3371,Ann M. Martin,French,Psychology
Genealogy of the Wickware family : containing an account of the origin and early history of the name and family in England ...,OCFDG73210,3350,2380,Danielle Steel,Japanise,Novel
"The gentleman from San Francisco, and other stories",TGDYF88522,3416,3638,Debbie Macomber,Spanish,Horror
"A geography of India : physical, political, and commercial",ZRQEG35885,7501,979,Eleanor Hibbert,French,Comic
Die Geschichten der Ungern und ihrer Landsassen,SPXUH47524,3488,1150,Ian Fleming,Spanish,Novel
History of Freemasonry in Hyderabad (Deccan),CLHRI42658,7433,3434,Robert Ludlum,Korean,Novel
A history of the Indian nationalist movement,NYNEA75677,1789,3748,John Creasey,Turkish,Horror
A history of Missouri from the earliest explorations and settlements until the admission of the state into the union,FMJBZ97285,1907,3674,Zane Grey,Korean,Novel
History of the Society of Advocates in Aberdeen,WJVPS33391,8415,2227,Masashi Kishimoto,German,Crime
"A grammar of the Turkish language : with a preliminary discourse on the language and literature of the Turkish nations, a copious vocabulary, dialogues, a collection of extracts in prose and verse, and lithographed specimens of various ancient and modern manuscripts",XDFKH84355,4856,2751,Astrid Lindgren,English,Comic
A history of the Japanese people from the earliest times to the end of the Meiji era,YFLLQ41991,8884,1734,Frank G. Slaughter,Russian,Technical
Heads of families at the first census of the United States taken in the year 1790 ..,BSIJC84624,9503,4099,Dan Brown,Korean,Poetry
Heine's Book of songs,SJNFP80615,3955,2580,Penny Jordan,Urdu,Classic
Herodotus,DHDHC22204,6491,4250,Sidney Sheldon,Russian,Thriller
"A pronouncing gazetteer and geographical dictionary of the Philippine Islands, United States of America with maps, charts and illustrations",BKBMY29230,8242,4395,Moiz ul Haq,Turkish,Novel
The pronunciation of English: I. Phonetics. I. Phonetic transcriptions,BCMYA87244,5071,4368,Alistair MacLean,Korean,Drama
The practice of autosuggestion by the method of Emile Coué,RUWYD96249,7264,2899,Agatha Christie,Japanise,Realistic Fiction
Professional education in the United States;,KWUUA63321,8429,3102,Patricia Cornwell,Japanise,Horror
"Poems, in two volumes,",QHAWX49855,1339,1621,R. L. Stine,English,Drama
The poets of Connecticut : with biographical sketches,ZOVLZ93206,8262,1713,Jirō Akagawa,Japanise,Comic
"An universal military dictionary, in English and French; in which are explained the terms of the principal sciences that are necessary for the information of an officer",GGIAI62196,3175,1670,Alexander Pushkin,Urdu,Horror
"Voyage aux États-Unis de l'Amérique, 1793-1798",TVFDE73091,9768,2572,Jirō Akagawa,German,Medicine
"Voyagie door Italien, Dalmatien, Grieckenland, en de Levant. Gedaan in de jaren 1675 en 1676",YINZX91256,6486,3952,Jeffrey Arche,English,Poetry
"Utah since statehood, historical and biographical",QGFTM99699,6625,3518,Naoki Urasawa,Urdu,History
"Vegetable technology; a contribution towards a bibliography of economic botany, with a comprehensive subject-index",SRFDS42340,8500,4592,Gilbert Patten,English,Horror
"Weights, measures, and money, of all nations",QOGAI58608,5957,1332,Horatio Alger,Korean,Realistic Fiction
"The war history of the 1st/4th Battalion, the Loyal North Lancashire Regiment, now the Loyal Regiment (North Lancashire), 1914-1918",ZXUYF49122,5084,4239,Rumiko Takahashi,English,Comic
The war of steel and gold; a study of the armed peace,RJEGX99911,4765,4554,Stan and Jan Berenstain,Korean,Thriller
An unsocial socialist,MZNWH84366,3095,2254,James A. Michener,Turkish,Classic
Visitation of England and Wales,AEXUP36921,4234,1357,Richard Scarry,Korean,Drama
"A sunny morning, a comedy of Madrid",FCSQI25195,4210,3073,Wilbur Smith,French,Horror
Surveying manual designed for the use of first-year students in surveying and especially for the use of non-civil engineering students,FNASP78473,6203,2967,Agatha Christie,Urdu,Mathematics
Vittorino da Feltre and other humanist educators; essays and versions. An introduction to the history of classical education,LUECZ69642,8682,2754,Nicholas Sparks,Russian,Horror
"A selection of cases on the law of bailments and carriers, including ordinary bailments, pledges, warehousemen, wharfingers, innkeepers, postmasters, and public carriers of goods and passengers",FQRNF89236,5019,1581,Clive Cussler,Korean,Science
"The shoes of happiness, and other poems;",JYAZH30746,6592,4681,Leo Tolstoy,English,Novel
The three clerks. A novel,DWAJT72688,2950,3126,Erle Stanley Gardner,Russian,Meta Fiction
The War of the Rebellion : a compilation of the official records of the Union and Confederate armies,OOCJU62120,9030,2541,Janet Dailey,German,Thriller
The ways of the gods,UXOWR40961,8901,2523,Debbie Macomber,Spanish,Horror
"Well-boring for water, brine and oil : a manual of current practice",NZVKD69789,1363,1691,Gérard de Villier,English,Technical
Vocabulary of the English and Malay languages with notes,ONPPM55573,9554,1719,Robert Ludlum,Russian,Novel
A treatise on fluxions : in two volumes,JICHW32647,5690,1536,Astrid Lindgren,Japanise,Horror
"A treatise on federal practice, civil and criminal, including practice in bankruptcy, admiralty, patent cases, foreclosure of railway mortgages, suits upon claims against the United States, equity pleading and practice, receivers and injunctions in the state courts",PEJTV37882,7885,4725,Mary Higgins Clark,English,Short Story
A treatise on the law relating to injunctions,UYDEU77864,3744,3815,Eiji Yoshikawa,French,History
A treatise on plane trigonometry,JSOGT71220,4137,1912,Moiz ul Haq,French,Classic
"A treatise on practical astronomy, as applied to geodesy and navigation",SNMSY21070,5928,637,Roald Dahl,Russian,Realistic Fiction
Trigonometry and double algebra,QHYCS73440,5024,4028,Eiji Yoshikawa,Spanish,Short Story
Trade directory of South America for the promotion of American export trade,TICCM86726,4302,4525,Dan Brown,Urdu,Mathematics
Spanish colonial literature in South America,NDDFU19218,1260,115,Jirō Akagawa,Korean,Mathematics
Story of my heart; my autobiography,DKWKC30324,4090,3735,Mickey Spillane,Russian,Horror
Studies in pessimism : a series of essays,XWIBT64930,1569,2358,Naoki Urasawa,Japanise,Science
Studies on Homer and the Homeric age,WEPCE99053,7384,2830,Corín Tellado,Russian,Mystery
American history told by contemporaries,TPJLE93565,2502,3312,Rumiko Takahashi,Japanise,History
The crisis,LKVSO52524,8371,1988,Robin Cook,Japanise,Comic
"Alice in Wonderland; a dramatization of Lewis Carroll's Alice's adventures in Wonderland and Through the looking glass,",OCLZQ69087,8702,1453,Barbara Cartland,English,Literary
All the way with the boys of the 329th Field Artillery,DESSW58077,6379,3082,Catherine Cookson,Russian,Mystery
"Agreement between France, Russia, Great Britain and Italy, signed at London, April 26, 1915",EOKKB84289,4377,3121,Leo Tolstoy,Urdu,Crime
"Arabian medicine, being the Fitzpatrick lectures delivered at the College of physicians in November 1919 and November 1920;",LWDFK89556,7451,467,Ken Follett,German,Realistic Fiction
"The Cambridge Colloquium, 1916",BHFAM33176,1755,4398,Jeffrey Arche,English,Realistic Fiction
Aims and ideals in art;,ONIBB22798,4324,3590,Wilbur Smith,English,Technical
Imperial gazetteer of India ..,PAPER58783,2869,3267,Norman Bridwell,English,Poetry
How to kill and bleed market poultry,CUTXR19923,7559,3929,Alexander Pushkin,Korean,Short Story
"How to treat by suggestion, with and without hypnosis; a notebook for practitioners",LRZWE35716,4153,3283,Hermann Hesse,Japanise,Science
"New parallel dictionaries of the Russian, French, German and English languages, in four parts, extracted from the dictionaries of the Russian academy, the French academy, Adelung, Heinsius, Johnson, Spiers and other lexicographers",XTKPM82009,3583,1796,EL James,Turkish,Literary
Modelling and sculpture;,EXXOB91495,9723,648,Anne Golon,French,Realistic Fiction
Dog shows and doggy people,XXLXV66698,8797,2920,Jin Yong,French,Science
"History of the negro race in America from 1619 to 1880. Negroes as slaves, as soldiers, and as citizens; together with a preliminary consideration of the unity of the human family, an historical sketch of Africa, and an account of the negro governments of Sierra Leone and Liberia",KRYBG59197,9435,1398,Astrid Lindgren,Urdu,Crime
The races of man : an outline of anthropology and ethnography / by J. Deniker,QIKZQ90401,9604,3279,Eiji Yoshikawa,Spanish,Poetry
"Caw caw; or, the chronicle of crows / by RM",HQXMS85034,3285,757,Leo Tolstoy,French,Comic
Ad Lucilium epistulae morales,YIFLK75186,2273,3330,Debbie Macomber,Russian,Realistic Fiction
The adventurous Simplicissimus : being the description of the life of a strange vagabond named Melchior Sternfels von Fechshaim,OXGSG79462,3834,2986,Naoki Urasawa,Spanish,Classic
Abissinia (1888-1896) studi di Tartarin durante la prima campagna d'Africa,IAADI75008,4305,2572,Mubashar Ahmad,Japanise,Comic
Essays in criticism,ZYTTQ94836,8798,3429,Roald Dahl,English,Short Story
"The century dictionary and cyclopedia, a work of universal reference in all departments of knowledge with a new atlas of the world",URENP24963,8988,3644,Ann M. Martin,Urdu,Technical
Chambers's encyclopaedia; a dictionary of universal knowledge,CPNPJ99668,2835,1818,Ann M. Martin,German,Classic
"Ceylon : an account of the island, physical, historical, and topographical with notices of its natural history, antiquities and productions",IKDQM88086,8636,839,Michael Crichton,Spanish,Crime
The history of civilization in Europe,CFCVO87079,6984,1407,Naoki Urasawa,Korean,Literary
The biblical antiquities of Philo,YKKUV72215,4183,3862,Anne Rice,Japanise,Poetry
"Argot and slang; a new French and English dictionary of the cant words, quaint expressions, slang terms and flash phrases used in the high and low life of old and new Paris",ENBPD42381,2357,3483,Roald Dahl,Urdu,Short Story
Eutropius,QIMFU37311,9608,1884,C. S. Lewis,Japanise,Medicine
"An introduction to the grammar of the Sanskrit language, for the use of early students",VEHKS73757,6757,3793,Masashi Kishimoto,Japanise,Technical
"Islam Temple, A.A.O.N.M.S. pilgrimage to Sacramento, March 13, 1915",JWENX99362,5559,2488,Stephenie Meyer,Spanish,Realistic Fiction
Lad: a dog,MEHQT43645,1355,3278,Beatrix Potter,Spanish,Classic
Letters and addresses on freemasonry,UXMZY87933,4094,1514,Georges Simenon,German,Mathematics
Lezioni di geometria analitica e proiettiva,VTGFP16051,1601,4447,Eleanor Hibbert,Turkish,Science
"The life and times of Rodrigo Borgia, Pope Alexander VI",IMRXR64359,7941,3024,Ryōtarō Shiba,Japanise,Poetry
"The life of Claud Martin, major-general in the army of the honourable East India Company",RKFWN71588,4671,4312,Zane Grey,Russian,Science
"The Mechanical engineer's pocket-book ; a reference book of rules, tables, data, and formulæ, for the use of engineers, mechanics, and students",GKJZG47329,2684,1421,Erle Stanley Gardner,German,Psychology
Ensayo sobre la América precolombina,PFXXV88305,8169,1455,Robert Ludlum,French,Meta Fiction
"The gateway of Scotland : or East Lothian, Lammermoor and the Merse",WSTCX47414,7905,2105,Evan Hunter,Russian,Comic
A comprehensive treatise on inorganic and theoretical chemistry,EEQAS66971,3846,1689,Hermann Hesse,Japanise,Technical
The constitutional antiquities of Sparta and Athens,GLABV32205,7917,978,Evan Hunter,Spanish,Realistic Fiction
Diary and correspondence of Salmon P. Chase,UWYIV15863,4381,1950,Nicholas Sparks,Urdu,Mystery
"Pitman's dictionary of commercial correspondence in English, French, German, Spanish, Italian, Portuguese, and Russian",KZCTM70879,4768,2248,Hirohiko Araki,Korean,Technical
The courtship of Miles Standish,HBSSW48475,8351,3687,Paulo Coelho,Urdu,Drama
Delphin classics,CYGZK69012,1223,3624,James A. Michener,Korean,History
A history of wireless telegraphy : including some bare-wire proposals for subaqueous telegraphs,DIULS72065,3689,1199,Horatio Alger,German,Novel
"Holden with cords, or, The power of the secret empire [microform] : a faithful representation in story of the evil influence of free-masonry",EROEW17051,4447,1046,Stephen King,French,Literary
"Report of the Joint select committee appointed to inquire in to the condition of affairs in the late insurrectionary states : so far as regards the execution of the laws, and the safety of the lives and property of the citizens of the United States and Testimony taken",LOOAZ99462,5382,2967,James A. Michener,German,Mathematics
Kashmir and Kashghar. A narrative of the journey of the embassy to Kashghar in 1873-74,DMGEA95242,9600,1949,C. S. Lewis,English,Drama
"The lady, or the tiger? and other stories",YCENR50054,5265,4064,Mickey Spillane,Urdu,Suspense
Laboratory tests of a consolidated locomotive,SHWIJ22225,5501,300,Jin Yong,Spanish,Mathematics
"The dramatic works of Moliere : rendered into English by Henri Van Laun ; illustrated with nineteen engravings on steel from paintings and designs by Horace Vernet, Desenne, Johannot and Hersent; complete in six volumes..",USUFI20847,1406,4776,Osamu Tezuka,Spanish,Suspense
Ezekiel and the book of his prophecy : an exposition,ZMRFD25107,1885,958,Leo Tolstoy,Japanise,Mystery
Documentos escogidos del archivo de la casa de Alba,ETWYG26515,6301,270,Debbie Macomber,Russian,History
"Fairy circles : tales and legends of giants, dwarfs, fairies, water-sprites and hobgoblins",QUJAO61770,6086,685,Mitsuru Adachi,Russian,Drama
The book of Jack London,HHTAQ34628,5875,1512,Ken Follett,Korean,Poetry
The Cliff dwellers,PFWKV85550,8019,242,R. L. Stine,Turkish,History
The Clouds of Aristophanes,SDAJL92069,8351,1560,Corín Tellado,Japanise,Comic
"Cinderella, or, The little glass slipper",TMBFE87574,9386,4904,Patricia Cornwell,English,Mystery
The complete writings of Alfred de Musset,COZUD35386,4131,4894,Rumiko Takahashi,Japanise,Suspense
Navigation,DSQHL65492,9785,361,Rumiko Takahashi,Japanise,Poetry
A Mandarin-Romanized dictionary of Chinese,OMEJN26457,1161,4972,Stan and Jan Berenstain,Japanise,Classic
Nicomachean ethics,CAYHV96202,8565,3977,Roger Hargreaves,French,Psychology
"The Norse discoverers of America, the Wineland sagas",HIZYV71658,5142,3986,Barbara Cartland,Turkish,Short Story
My own story,TVXEC99397,3543,3798,Gilbert Patten,English,Realistic Fiction
Memoir on the affairs of the East-India Company,CKOQP32387,3265,2181,John Grisham,English,Realistic Fiction
"Messages from the governors, comprising executive communications to the Legislature and other papers relating to legislation from the organization of the first colonial Assembly in 1683 to and including the year 1906, with notes",DXFFV52837,6265,2083,Erskine Caldwell,Korean,Realistic Fiction
Mediæval lore from Bartholomaeus Anglicus,DZACX19681,7715,2722,James Patterson,Russian,Comic
The medicine-men of the Apache,IYYAP30459,3077,3824,Jin Yong,Spanish,History
"Longstone records, Derbyshire ..",MGQOK82902,2978,3962,Stan and Jan Berenstain,Russian,Psychology
"The London guide and stranger's safeguard against the cheats, swindlers, and pickpockets that abound within the bills of mortality : forming a picture of London as regards active life",PJORO74423,5399,2596,Edgar Rice Burroughs,Spanish,Technical
"The memoirs of J. Decastro, comedian. In the course of them will be given anecdotes of various eminently distinguished characters... Amongst others are Dr. Johnson, Garrick, Foote,...accompanied by an analysis of the life of the late Philip Astley. Also an accompanying History of the Royal circus, now the Surrey theatre; and an historical sketch of Sadler's Wells. Likewise scarce theatrical advertisements, from Garrick's first attempt in Goodman's-Fields... To which will be added The origin of poetry; A chapter on Bent's, &c...",LHCAR97750,1571,4263,Danielle Steel,English,Drama
"A merry crusade to the Golden Gate : under the banners of Allegheny Commandery, No. 35, Knights Templar, Allegheny, Pa. : a complete story of the Twenty-ninth Triennial Conclave, Grand Encampment, Knights Templar, U.S.A. ... and a tour of ten thousand miles through the wonderland of the West",HXMGQ83369,9612,3742,Gosho Aoyama,Turkish,Science
The modern chess instructor,XSFRV23738,5093,2997,Rumiko Takahashi,Spanish,Horror
"Modern meatless cook book : five hundred recipes for preparing foods, with special reference to cooking without meat",LKFUG46453,7510,4399,Ken Follett,Urdu,Medicine
Essentials of Latin for beginners,JSQFZ61520,1754,1434,Agatha Christie,Korean,Technical
The pocket measure,OZMIV24860,7841,3045,Leo Tolstoy,Korean,Suspense
A resident's wife in Nigeria,LVZFR99781,5868,1588,Wilbur Smith,Korean,Poetry
Recollections of Nunnally Johnson oral history transcript,KJIIC10178,3652,2099,Richard Scarry,Urdu,Thriller
"Sacred books of the East; comprising the Vedic hymns, Zend-Avesta, Dhammapada, Upanishads, the Koran and the life of Buddha;",TBQSW40226,8578,544,Barbara Cartland,Japanise,Thriller
"Repertorium bibliographicum; or, Some account of the most celebrated British libraries",DUAPA96707,9556,2512,J. K. Rowling,English,Drama
Pastoral epistles,PVPAU88502,3276,931,Dan Brown,Japanise,History
"The old kingdom of Elmet: York and the Ainsty district; a descriptive sketch of the history, antiquities, legendary lore, picturesque feature, and rare architecture",NTQOL95456,2749,2724,Dan Brown,French,Psychology
Peace handbooks,WFAYB91836,7654,765,Patricia Cornwell,Russian,Suspense
The perfect way; or The finding of Christ,MRJLO94520,4270,2752,Stephen King,Spanish,Mathematics
The practice and science of drawing,VLQRS74401,8446,4951,Dan Brown,Russian,Science
"A manual of the hand lathe : comprising concise directions for working metals of all kinds, ivory, bone and precious woods; dyeing, coloring, and French polishing; inlaying by veneers, and various methods practiced to produce elaborate work with dispatch, and at small expense",XZBVO34723,5146,891,Jeffrey Arche,German,Suspense
"Maggie, a girl of the streets",JMYGF51629,4223,2116,Karl May,Korean,Technical
Nursery lessons : in words of one syllable,KMOAV62412,6690,1732,Yasuo Uchida,Korean,Thriller
"Old days in Nashville, Tenn. Reminiscences",PBARX75904,1569,4010,Denise Robins,English,Mathematics
Guide du visiteur au Musée du Caire,GZGAS85670,3441,4975,Andrew Neiderman,Japanise,Psychology
The characters of Theophrastus;,YCBEH16924,6676,1455,Ann M. Martin,German,Suspense
Das moderne deutsche Gebrauchs-exlibris. Mit 400 abbildungen,CVFNI81734,7326,571,Nicholas Sparks,Russian,Classic
"The Declaration of Paris, 1856;",OPEDA67533,3102,1449,Gérard de Villier,English,Comic
Deeds of valor; how America's heroes won the Medal of Honor,MWLCY54581,1895,222,Dr. Seuss,Urdu,Novel
The female spectator,AMHNK43290,5757,3432,Dean Koontz,Korean,Psychology
Fernando Cortes : his five letters of relation to the Emperor Charles V,SOELI71951,8308,3643,Karl May,Turkish,Novel
"The essays, humor, and poems of Nathaniel Ames, father and son, of Dedham, Massachusetts, from their almanacks, 1726-1775",IPPEK52657,6056,3017,Robert Ludlum,Spanish,Short Story
Commercial German dictionary,REFUV42180,3357,783,John Grisham,Urdu,Poetry
